finding_id	report	source_repo	source_paths	finding	disposition	preservation_evidence	future_verification
R10-M48	10-module+10-nugget#5	spicy-regs	src/spicy_regs/sources/federal_register.py	Uses bounded date windows, recursively splits capped result sets, and fails on irreducible caps or retry exhaustion; no source-specific survivor implementation exists.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run capped-window recursion, ambiguous single-day, ordering, retry, and completeness cases before adoption.
R10-M49	10-module	spicy-regs	src/spicy_regs/sources/iceberg.py	The discarded branch removed origin's secret setup and null-safe Parquet backfill; the stronger origin implementation should remain.	superseded	spicy-regs@b190d38a874ff97db0fe4b1f25701790e90f2c6b:src/spicy_regs/sources/iceberg.py	Run origin secret-setup and null-safe backfill tests; do not adopt the branch regression.
R10-M50	10-module+10-nugget#5	spicy-regs	src/spicy_regs/sources/mirrulations.py	Implements bounded streaming, exact ETag-conditioned retrieval, size caps, and fail-fast handling for mutable upstream objects; no exact survivor counterpart exists.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Replay a frozen draw with If-Match, mutation, oversize, and interrupted-stream cases.
R10-M51A	10-module+10-nugget#10	spicy-regs	src/spicy_regs/sources/r2.py	Adds expected-shrink publication plus correct revalidation headers for latest.json and Parquet; these additions are useful independently of the branch uploader regression.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Port only allow_shrink and cache-header behavior, then run pointer, Parquet, and anti-shrink cases.
R10-M51B	10-module+10-nugget#10	spicy-regs	src/spicy_regs/sources/r2.py	The discarded branch fails to consume executor.map and can swallow parallel-upload failures; origin/main preserves failure propagation.	superseded	spicy-regs@b190d38a874ff97db0fe4b1f25701790e90f2c6b:src/spicy_regs/sources/r2.py	Run a worker-failure injection and prove the origin uploader propagates the exception.
R10-M52	10-module+10-nugget#7	spicy-regs	src/spicy_regs/sources/source_domains.py	Compares pinned OpenAPI and XSD declarations with observed domains and fails on both unrecorded discrepancies and obsolete accepted exceptions.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run new-discrepancy and stale-exception fixtures against pinned schema and observation inputs.
R10-M53	10-module	spicy-regs	src/spicy_regs/sources/supreme_court_opinions.py	Reads official Supreme Court term indexes and PDFs with page ranges and classifications; no survivor reader exists.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Replay modern and pre-2021 indexes, shared volumes, wrong terms, dead links, and page-range cases.
R10-M54	10-module	spicy-regs; RefSpec	src/spicy_regs/sources/uscode_olrc.py; src/refspec/registry/usc_act_index.py	The OLRC Popular Name Tool and Table III parser is superseded by current RefSpec USC act-index behavior.	superseded	RefSpec@3464bda29d08:src/refspec/registry/usc_act_index.py; RefSpec@3464bda29d08:tests/test_usc_act_index.py	Rerun ambiguity, alias, role, division, and Table III composition cases.
R10-M55	10-module	spicy-regs	src/spicy_regs/sources/uscode_uslm.py	Scans USLM source credits using strict enactment rules and quarantine; RefSpec consumes pinned output but no surviving scanner was found.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Locate current generation provenance and run enactment, amendment, bounded-citation, and quarantine cases before any port.
R10-M56	10-module	spicy-regs	src/spicy_regs/transforms/__init__.py	The discarded branch eagerly imports new transforms and expands optional dependency reachability; origin's registry behavior should remain.	superseded	spicy-regs@b190d38a874ff97db0fe4b1f25701790e90f2c6b:src/spicy_regs/transforms/__init__.py	Run clean installed-package import tests without optional transform dependencies.
R10-M57	10-module	spicy-regs	src/spicy_regs/transforms/build_authority_edges.py	Parses Unified Agenda legal authorities, preserves range endpoints, and retains failed parses as searchable evidence; no equivalent materializer survives.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run successful, range, failed-parse, and evidence-retention cases before adoption.
R10-M58	10-module+10-nugget#4	spicy-regs	src/spicy_regs/transforms/build_comment_periods.py	Builds continuous and reopened comment intervals and merges only uniquely resolved assertions.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run adjacency, reopening, ambiguous-resolution, and unresolved-proceeding cases.
R10-M59	10-module	spicy-regs	src/spicy_regs/transforms/build_concept_assignments.py	Materializes provenance-bound concept assignments; current products retain portions of binding meaning but not this ETL.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Trace source facts, concept identity, and provenance through a pinned fixture before porting.
R10-M60	10-module	spicy-regs	src/spicy_regs/transforms/build_concept_events.py	Builds append-only concept lifecycle events; RefSpec retains some lifecycle meaning but not this ETL.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run append-only, ordering, identity, and invalid-transition cases against any replacement.
R10-M61	10-module	spicy-regs	src/spicy_regs/transforms/build_concepts.py	Materializes the concept registry into tables; RefSpec Atlas builders overlap but do not prove table-output parity.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Compare one pinned registry through both builders before deciding whether the ETL is needed.
R10-M62	10-module	spicy-regs	src/spicy_regs/transforms/build_congress_bills.py	Derives Public Law numbers and backfills prior Parquet without replaying the API; no survivor implementation exists.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run derivation and prior-Parquet backfill cases with API access disabled.
R10-M63	10-module	spicy-regs	src/spicy_regs/transforms/build_court_opinion_bodies.py	Builds full CourtListener opinion-text tables from bulk material; no survivor transform exists.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run bounded copied bulk input through text, identity, missing-body, and coverage cases.
R10-M64	10-module	spicy-regs	src/spicy_regs/transforms/build_court_opinion_clusters.py	Builds CourtListener decision metadata with bounded batching and headroom; DocSpec capture overlaps but not this output table.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Measure batch and memory bounds and verify cluster identity and row coverage on pinned input.
R10-M65	10-module	spicy-regs	src/spicy_regs/transforms/build_federal_register.py	Adds topics_json, preserves a stable projection, and performs a one-time backfill when prior data lacks the column.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run pre-column, post-column, no-op rerun, and absence-versus-null cases.
R10-M66	10-module	spicy-regs	src/spicy_regs/transforms/build_fr_docket_links.py	Preserves stated docket values, separates normalization from resolution, and emits deterministic docket-link rows; RefSpec retains rules but not this materializer.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run decorated, foreign, colliding, unresolved, and deterministic-order cases.
R10-M67	10-module+10-nugget#4	spicy-regs	src/spicy_regs/transforms/build_proceedings.py	Uses union-find to group trusted dockets only through shared Federal Register artifacts and never through broad RIN equality.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run shared-artifact positive cases and RIN-only negative cases before adoption.
R10-M68	10-module	spicy-regs	src/spicy_regs/transforms/build_regulatory_agenda.py	Builds durable RIN agenda items and links only uniquely resolved targets; no executable survivor counterpart exists.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run unique, ambiguous, missing, and duplicate target-resolution cases.
R10-M69	10-module+10-nugget#4	spicy-regs	src/spicy_regs/transforms/build_rule_targets.py	Creates a conservative docket, CFR, and RIN identity spine from bounded evidence; no executable survivor counterpart exists.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run each evidence channel alone and in conflict, proving no unbounded identity fan-out.
R10-M70	10-module	spicy-regs	src/spicy_regs/transforms/build_supreme_court_opinions.py	Converts official Supreme Court PDFs into published opinion rows; no survivor transform exists.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Replay preserved term fixtures and verify page ranges, classifications, text identity, and dead-link accounting.
R10-M71	10-module	spicy-regs	src/spicy_regs/transforms/build_unified_agenda.py	Fails on invalid dates and interprets day 00 as the first day rather than broadly clamping; no confirmed equivalent survivor rule exists.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run invalid dates, day 00, month boundaries, and ordinary dates against current RefSpec parsing.
R10-M72	10-module	spicy-regs	src/spicy_regs/transforms/court_scope.py	Derives jurisdiction and federal scope from docket evidence with cached mapping receipts; no survivor implementation exists.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Replay a pinned court map and verify cache identity, scope derivation, unknowns, and receipt digests.
R10-M73	10-module	spicy-regs	src/spicy_regs/transforms/enrich_bill_subjects.py	Incrementally adopts per-bill subject results and records coverage while preserving null-versus-absent semantics.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run interrupted resume, prior-row merge, null subject, missing result, and coverage reconciliation cases.
R10-M74	10-module+10-nugget#9	spicy-regs	src/spicy_regs/transforms/pdf_text.py	Adds configurable whitespace and separators, per-page output, and failed-page ordinals; origin retains the core extractor but not all failure detail.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Compare branch and origin over success and failed-page fixtures before deciding whether to port only the evidence detail.
R10-M75	10-module+10-nugget#9	spicy-regs	src/spicy_regs/transforms/pdf_text_pymupdf.py	Extracts text plus per-word page coordinates with PyMuPDF; no survivor reproduces the coordinate output, and prior adoption was reversed.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Retain as historical code; require a new measured adoption decision before any current use.
R10-M76	10-module	spicy-regs	src/spicy_regs/vectordb/embed.py	The existing bulk embed command gains a model-dimension API compatibility fix; SpicySearch vector search does not replace this CLI detail.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run the bulk command with the pinned model and verify dimension discovery before porting the narrow fix.
R10-M77	10-module	spicy-regs	src/spicy_regs/manifest.py	Bloom-filter incremental-crawl state and streaming manifest updates are unchanged on origin/main, including the false-positive warning.	durable-current-reference	spicy-regs@b190d38a874ff97db0fe4b1f25701790e90f2c6b:src/spicy_regs/manifest.py	Run existing manifest tests and retain full-refresh recovery for false positives.
R10-M78	10-module	spicy-regs	src/spicy_regs/enrich_pdf.py	The PDF text enrichment driver is unchanged on origin/main and is not at risk from discarding the branch.	durable-current-reference	spicy-regs@b190d38a874ff97db0fe4b1f25701790e90f2c6b:src/spicy_regs/enrich_pdf.py	Run the existing enrich-pdf-text command tests after dependency changes.
R10-M79	10-module	spicy-regs	src/spicy_regs/backfill_derived_text.py	The derived comment-text backfill is unchanged on origin/main and is not at risk from discarding the branch.	durable-current-reference	spicy-regs@b190d38a874ff97db0fe4b1f25701790e90f2c6b:src/spicy_regs/backfill_derived_text.py	Run the existing backfill-comment-text tests after storage changes.
R11-A01	11#1	spicy-regs	src/spicy_regs/docpipeline/adapters/docling.py; src/spicy_regs/docpipeline/source.py	Office extraction covers DOCX, PPTX, and XLSX through pinned model-free Docling releases, preserves five content layers, table grids and spans, formulas, captions, comments, notes, geometry, omissions, and closed refusal codes, and runs in a credential-stripped bounded child process; no survivor has this capability.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Replay representative Office fixtures and verify every layer, table, geometry, omission, refusal, timeout, and size bound before any adoption.
R11-A02	11#2	spicy-regs	src/spicy_regs/docpipeline/adapters/anthropic.py; src/spicy_regs/docpipeline/adapters/openai.py; src/spicy_regs/docpipeline/adapters/openai_compatible.py; src/spicy_regs/docpipeline/adapters/codex_cli.py	A provider-independent structured-LLM safety layer enforces local schemas, budgets, retries, outcome classes, telemetry, controlled fallback, read-only Codex execution, and honest adapter limitations; DocSpec supplies only an injected Processor interface and generic receipt.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Test each adapter with pinned client versions for schema, budget, refusal, retry, fallback, telemetry, credential stripping, and local-validation behavior before adoption.
R11-A03	11#3	spicy-regs	src/spicy_regs/docpipeline/adapters/sentence_transformers.py; src/spicy_regs/docpipeline/retrieval.py	The preserved retrieval layer pins SPLADE sparse encoding and a BGE cross-encoder reranker, validates portable sparse vectors, binds exact text and model identity, rejects candidate or text drift, and supports append-only checkpoint and provider-free rank rebuild; survivors retain only dense BGE serving.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Replay sparse and rerank fixtures with exact model revisions, then verify drift refusal, interrupted resume, score finiteness, order restoration, and provider-free rebuild.
R11-A04	11#4	spicy-regs	src/spicy_regs/docpipeline/source.py; src/spicy_regs/document_file_pipeline.py	Measured parser-and-format retention floors refuse thin or unmeasurable HTML, XML, and PDF parses and require explicit named exemptions; no survivor implements these measured completeness checks.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Recompute the measured populations, pin the approved floors, and run below-floor, unmeasurable, unknown-pair, exemption, and Office-without-floor cases before adoption.
R11-A05	11#5	spicy-regs	src/spicy_regs/docpipeline/extraction.py	Provider-free extraction replay refuses retrieval and hidden answer fields before calls, stores exact secret-free request and response evidence, recomputes outputs without a provider, reports answer-key access, and cannot upgrade failed or unknown checks during rebuild; no survivor combines these controls.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Deny provider access and test hidden-field refusal, exact evidence replay, answer-file reporting, derived recomputation, and no-upgrade rebuild semantics.
R11-A06	11#6	spicy-regs	src/spicy_regs/docpipeline/source.py; src/spicy_regs/docpipeline/adapters/docling.py	The source evidence model binds immutable state, codepoint coordinates, region digest round trips, full coverage and exclusion accounting, native-versus-parser provenance, five content layers, coordinate grades, parser-attempt records, and closed refusal outcomes; DocSpec reproduces exact bytes and mappings but not the complete taxonomy and ledger.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Trace every source codepoint and parser attempt through positive, held, omitted, unsupported, failed, timeout, signal, malformed, and oversize cases before any partial port.
R12-D01	12#1	spicy-regs; spicy-regs-landing; spicysearch	spicy-regs/output/; spicy-regs-landing/output/; spicysearch@027a79cebf59:fixtures/releases/date-events-full-pin.json; spicysearch@027a79cebf59:research/	Exact historical populations remain inputs to current SpicySearch fixtures and research scripts; 21,635 files and 23,135,060,429 bytes from SpicyRegs plus 26 files and 9,298,482,522 bytes from landing are now copied.	copy	../../../_preserved-2026-08-27/spicy-regs-output-complete; ../../../_preserved-2026-08-27/landing-output	Verify copy manifests and hashes, then replace absolute SpicyRegs paths with declared sealed inputs as separate current-product work.
R12-D02	12#2	spicy-regs-landing	output/source-catalog-release-regulations-gov-2021-2025-metadata-complete/; output/source-catalog-release-regulations-gov-2021-2025-metadata-complete-inputs/; output/source-catalog-release-regulations-gov-2021-2025-metadata-complete-composition.json; output/mirrulations-mirror-index/	The metadata-complete Regulations.gov release preserves exact input locks, mirror evidence, 3.95 GB source-item membership, every selected or non-selected disposition, and the only closed 2021-2025 population used for its digests.	copy	../../../_preserved-2026-08-27/landing-output:source-catalog-release-regulations-gov-2021-2025-metadata-complete/; ../../../_preserved-2026-08-27/landing-output:source-catalog-release-regulations-gov-2021-2025-metadata-complete-inputs/; ../../../_preserved-2026-08-27/landing-output:source-catalog-release-regulations-gov-2021-2025-metadata-complete-composition.json; ../../../_preserved-2026-08-27/landing-output:mirrulations-mirror-index/	Validate release and input member hashes and reconcile all dispositions; rebuilding from mutable upstream URLs is not equivalent.
R12-D03A	12#3-agency	spicy-regs	output/agency-crosswalk-2026-08-02/receipt.json; output/agency-crosswalk-2026-08-02/	The agency-crosswalk receipt binds exact output digests and counts, including 914 rows, 715,080 Federal Register docket links, normalization gains, 579,669 foreign identifiers, and 35,662 quarantines, plus the rule that citation frequency is not ownership.	copy	../../../_preserved-2026-08-27/spicy-regs-output-complete:agency-crosswalk-2026-08-02/	Verify receipt and Parquet member digests; any new crosswalk adoption needs current qualification.
R12-D03B	12#3-date-events	spicy-regs	output/date-event-artifact-2026-08-01/receipt.json; output/date-event-artifact-2026-08-01/	The date-event receipt binds 845,784 events, event-type counts, 3,966 quarantines, the full output digest, and the dated finding that no 2026-06-30 ECFS proceeding had a usable window.	copy	../../../_preserved-2026-08-27/spicy-regs-output-complete:date-event-artifact-2026-08-01/	Verify receipt and member digests; treat ECFS coverage as dated evidence and rerun before operational use.
R12-D03C	12#3-citations	spicy-regs	output/citation-bakeoff-2026-08-02/detection-receipt.json; output/citation-bakeoff-2026-08-02/adjudication-receipt.json; output/citation-bakeoff-2026-08-02/	Citation detection and adjudication receipts bind 4,777 authority strings, comparison counts, 620 adjudicated cases, model, spend, tokens, output digest, and exact CiteURL, Markdown, and Python versions.	copy	../../../_preserved-2026-08-27/spicy-regs-output-complete:citation-bakeoff-2026-08-02/	Verify all receipt and JSONL digests; future model or library runs are new experiments rather than preservation checks.
R12-D03D	12#3-retrieval	spicy-regs	output/artifact-retrieval-deterministic-v1/artifact-retrieval-receipt.json; output/artifact-retrieval-document-bge-v2/artifact-retrieval-receipt.json	The retrieval receipts bind the exact evaluated populations: deterministic 300 artifacts, 25 queries, and 1,500 candidates; BGE 184 artifacts, 35 queries, 5,510 candidates, and 46 truncated inputs.	copy	../../../_preserved-2026-08-27/spicy-regs-output-complete:artifact-retrieval-deterministic-v1/; ../../../_preserved-2026-08-27/spicy-regs-output-complete:artifact-retrieval-document-bge-v2/	Verify receipt and candidate member digests before reusing any archived measurement.
R12-D04	12#4-current	RefSpec	tests/fixtures/cbo_topic_codes/; tests/fixtures/fcc_ecfs_codes/; tests/fixtures/regulations_gov_codes/regulations-gov-openapi-v4-2026-08-03.yaml; tests/fixtures/unified_agenda_codes/reginfo-rin-data-ver10262011.xsd	The CBO, FCC ECFS, Regulations.gov OpenAPI, and Reginfo XSD captures identified as not at risk survive as exact current RefSpec fixtures; unique sample bytes and the observed-domain census are already covered by R09-12-SAMPLES and R09-12-DOMAINS.	durable-current-reference	RefSpec@3464bda29d08:tests/fixtures/cbo_topic_codes/; RefSpec@3464bda29d08:tests/fixtures/fcc_ecfs_codes/; RefSpec@3464bda29d08:tests/fixtures/regulations_gov_codes/regulations-gov-openapi-v4-2026-08-03.yaml; RefSpec@3464bda29d08:tests/fixtures/unified_agenda_codes/reginfo-rin-data-ver10262011.xsd	Rerun fixture digest and registry tests after publisher-schema updates.
R12-D05A	12#5-schedules	spicy-regs	.github/workflows/rollup-bill-subjects.yml; .github/workflows/rollup-court-opinion-clusters.yml; .github/workflows/rollup-court-opinion-bodies.yml; .github/workflows/rollup-supreme-court-opinions.yml; .github/workflows/materialize-ontology.yml	Added workflows preserve unique operational timing and ordering for bill subjects, CourtListener clusters and bodies, Supreme Court opinions, and six-day identity versus Sunday full ontology convergence with bounded serialized publication and failure artifacts.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Review schedules against current upstream cadence and capacity before activation; preservation does not authorize running them.
R12-D05B	12#5-mcp	spicy-regs	.github/workflows/deploy-mcp.yml	The added MCP deployment workflow performs a real initialization, retries alias propagation five times at 15-second intervals, and requires serverInfo because deployment readiness and HTTP 200 did not prove a working service.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Replay the smoke check in a non-production environment and reassess the retry budget before any deployment adoption.
R12-D05C	12#5-superseded	spicy-regs; DocSpec; rulespec	.github/workflows/; .github/workflows/deploy-docs.yml	Twelve modified workflows mainly add submodule checkout and a package-build gate, which current installed-package and immutable-file exchange decisions supersede. The deploy-docs change also records the historical, deliberate non-blocking schema check that could publish documentation ahead of live R2 data while ingestion stayed fail-closed.	superseded	spicy-regs@b190d38a874ff97db0fe4b1f25701790e90f2c6b:.github/workflows/; DocSpec@444f8ec283a7:pyproject.toml; rulespec@93ae44d906be:packages/rulespec-artifacts/; source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Verify current package-boundary and installed-only gates; separately decide whether documentation-to-live-schema reconciliation must become a hard publication gate, without restoring submodule checkout.
R12-D07	12#7	spicy-regs; spicy-regs-landing	conformance/rulespec-l0.yaml; fixtures/; src/spicy_regs/fixtures/rulespec/	Historical Rulespec, L0 corpus, evidence, candidate-release, and schema-set identities preserve byte-for-byte replay of an abandoned candidate, while current Rulespec and DocSpec retain the conformance behaviors.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle; source-snapshots/spicy-regs-landing-main-31a4bfe.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Verify historical fixture digests only for replay; current conformance must use current Rulespec and DocSpec releases.
R12-D08	12#8	spicy-regs	policies/source-profile-catalog-v0.json; policies/profile-resource-applicability-v0.json	Experimental policies preserve the historical mapping of 19 source tables to extraction modes and 26 resource applications, but stale RefSpec identity and newer ownership decisions make them lineage rather than authority.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Validate the historical files for archive integrity and require a new current policy and approval before any use.
R12-M01	12-manifest#1	spicy-regs-landing; spicy-regs	docs/migration/spicysearch-product-migration-manifest.json; src/spicy_regs/cli.py	The manifest correctly keeps local case-folded Parquet substring search until equivalent task proof, but exact docket, document, and comment consumers remain unmeasured.	copy	source-snapshots/spicy-regs-landing-main-31a4bfe.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle; source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run a pinned cutover fixture over all three result types and measure consumers before retirement.
R12-M02	12-manifest#2	spicy-regs	src/spicy_regs/transforms/build_search_index.py; .github/workflows/rollup-docket-search.yml	The daily client-side MiniSearch docket index remains a live origin/main serving surface pending SpicySearch replacement or explicit retirement.	durable-current-reference	spicy-regs@b190d38a874ff97db0fe4b1f25701790e90f2c6b:src/spicy_regs/transforms/build_search_index.py; spicy-regs@b190d38a874ff97db0fe4b1f25701790e90f2c6b:.github/workflows/rollup-docket-search.yml	Measure current clients and prove equivalent SearchSnapshot behavior before retirement.
R12-M03	12-manifest#3	spicy-regs-landing; spicysearch	docs/migration/spicysearch-product-migration-manifest.json; src/spicy_regs/vectordb/embed.py; docs/decisions/0004-semantic-enablement.md	Semantic retrieval remains SpicySearch-owned, but the manifest's docket, document, and comment embedding scope is superseded because comments cannot enter current candidate generation or ranking.	superseded	spicysearch@027a79cebf59:docs/decisions/0004-semantic-enablement.md; spicysearch@027a79cebf59:src/spicysearch/semantic_lane.py; spicysearch@027a79cebf59:src/spicysearch/backends/semantic_vector.py	Rerun current semantic sealed-verdict and eligibility gates; any comment lane requires a new decision.
R12-M04	12-manifest#4	spicy-regs	notebooks/search_capabilities.ipynb; notebooks/vector_search.ipynb	Exploratory full-text and vector notebooks remain historical research evidence on origin/main and are not release authority.	durable-current-reference	spicy-regs@b190d38a874ff97db0fe4b1f25701790e90f2c6b:notebooks/search_capabilities.ipynb; spicy-regs@b190d38a874ff97db0fe4b1f25701790e90f2c6b:notebooks/vector_search.ipynb	Pin inputs before reproducing outputs; mutable public URLs cannot support exact historical claims.
R12-M05	12-manifest#5	spicy-regs	src/spicy_regs/mcp_server.py; README.md	MCP source listing, table description, and raw SQL remain SpicyRegs diagnostics while search operations belong to SpicySearch.	durable-current-reference	spicy-regs@b190d38a874ff97db0fe4b1f25701790e90f2c6b:src/spicy_regs/mcp_server.py; spicysearch@027a79cebf59:docs/decisions/0001-four-product-boundary.md	Verify current MCP diagnostics and SpicySearch API boundaries independently before changing either surface.
R12-M06	12-manifest#6	spicy-regs-landing; DocSpec; RefSpec	docs/migration/spicysearch-product-migration-manifest.json; src/spicy_regs/docpipeline/source.py; docs/decisions.md REF-048	The dirty August 27 manifest correctly moves exact capture, representations, segmentation, and DocumentRelease to DocSpec; the older status text is superseded by implemented current ownership.	superseded	RefSpec@3464bda29d08:docs/decisions.md; DocSpec@444f8ec283a7:src/docspec/domain/content.py; DocSpec@444f8ec283a7:src/docspec/processing/segmentation.py; DocSpec@444f8ec283a7:src/docspec/domain/release.py	Rerun DocSpec package-boundary, capture, mapping, segmentation, and release tests; separately assess report-11 gaps.
R12-M07	12-manifest#7	spicy-regs-landing; DocSpec	docs/migration/spicysearch-product-migration-manifest.json; src/spicy_regs/docpipeline/segments.py	Processing-segment construction is now DocSpec-owned under REF-048, not a Rulespec Extrapolator responsibility as the manifest states.	superseded	RefSpec@3464bda29d08:docs/decisions.md; DocSpec@444f8ec283a7:src/docspec/processing/segmentation.py; DocSpec@444f8ec283a7:src/docspec/domain/content.py	Rerun current segmentation and source-mapping tests; tokenizer-packing parity remains a separate copied finding.
R12-M08	12-manifest#8	spicy-regs-landing; DocSpec; rulespec; spicysearch	docs/migration/spicysearch-product-migration-manifest.json; src/spicy_regs/docpipeline/extraction.py; src/spicy_regs/docpipeline/tag_task.py; src/spicy_regs/docpipeline/runtime.py	The mixed runtime must split: DocSpec constructs segments, Rulespec Extrapolator owns evidence-bound logical structuring, and SpicySearch owns snapshot topic tagging; baseline approval remains parked.	superseded	DocSpec@444f8ec283a7:src/docspec/processing/segmentation.py; rulespec@93ae44d906be:release-records/schemas/extrapolation-release-v2.schema.json; spicysearch@027a79cebf59:src/spicysearch/topic_tags.py; spicysearch@027a79cebf59:docs/decisions/0001-four-product-boundary.md	Run each product's boundary tests and require a separate accepted owner and gate before baseline approval.
